캐비티 결과,DM60346
241,P
232,I
226,P
241,P
229,L
236,M
239,N
243,O
241,P
231,I
227,P
237,E
235,L
231,M
232,N
244,O
241,P
232,I
242,P
242,P
240,L
230,M
234,N
239,O
241,P
234,I
227,P
237,P
236,L
232,M
234,P
244,O
239,P
232,I
227,P
233,E
240,L
230,M
231,Q
244,O
241,P
232,I
242,I
242,P
236,L
231,M
245,P
244,O
240,P
231,I
232,Q
226,P
232,L
231,M
233,Q
239,O
240,P
231,I
227,Q
237,P
240,L
231,M
232,N
238,O
239,P
233,I
242,P
241,P
232,L
230,M
234,P
238,O
241,P
233,I
232,P
236,P
235,L
231,M
232,N
244,O
240,P
232,I
227,P
237,P
235,L
231,M
232,N
239,O
241,P
231,I
227,P
232,P
233,L
230,M
231,N
239,O
241,P
232,I
226,J
237,P
241,L
231,M
231,P
243,O
240,P
233,I
227,P
241,P
233,L
231,M
234,P
245,O
241,P
232,I
241,P
237,P
231,L
230,M
231,P
245,O
235,P
232,I
227,P
237,P
241,L
230,M
233,N
241,O
242,P
231,I
229,J
237,P
232,L
231,M
233,P
244,O
240,P
232,I
229,J
236,Q
240,L
230,M
232,P
239,O
240,P
229,I
227,N
236,P
240,L
230,M
232,N
244,O
241,P
232,I
228,L
237,P
231,L
230,M
233,P
238,O
239,P
232,I
227,O
236,P
231,L
229,M
230,P
238,O
239,P
233,I
227,N
237,Q
241,L
231,M
234,P
244,O
241,P
233,I
226,P
241,P
240,L
231,M
239,P
244,O
241,P
233,I
228,P
242,P
233,L
231,M
232,P
245,O
241,P
233,I
227,P
241,P
230,L
233,M
233,P
243,O
236,P
233,I
227,I
237,E
233,L
232,M
231,P
239,O
240,P
232,I
230,T
227,P
232,L
230,M
232,N
244,O
234,P
231,I
237,Q
236,P
233,L
232,M
233,M
233,O
226,P
232,I
227,P
236,P
233,L
232,M
239,N
238,O
241,P
231,I
227,Q
237,E
236,L
231,M
233,P
239,O
241,P
232,I
227,Q
237,P
230,L
231,M
233,P
238,O
241,P
232,I
231,J
243,P
240,L
232,M
233,P
243,O
241,P
232,I
227,P
237,P
235,L
231,M
231,P
238,O
240,P
232,I
230,J
237,P
240,L
231,M
244,N
242,O
240,P
231,I
229,P
237,P
231,L
231,M
231,N
238,O
240,P
231,I
226,P
236,E
230,L
231,M
232,N
244,O
241,P
233,I
242,P
242,P
240,L
230,M
233,E
239,O
241,P
234,I
227,P
228,P
240,L
231,M
232,N
244,O
240,P
231,I
228,P
237,Q
240,L
231,M
232,N
244,O
242,P
233,I
227,P
241,P
232,L
230,M
232,N
244,O
241,P
232,I
232,P
243,E
231,L
230,M
233,N
243,O
241,P
233,I
227,J
241,P
231,L
230,M
244,N
244,O
238,P
231,I
228,P
242,P
231,L
230,M
233,N
244,O
241,P
233,I
243,J
236,P
232,L
231,M
231,P
239,O
240,P
233,I
236,P
237,P
234,L
230,M
233,N
243,O
240,P
232,I
237,P
228,P
232,L
233,M
237,N
238,O
241,P
232,I
228,P
237,P
240,L
231,M
232,P
239,O
240,P
232,I
227,P
237,P
236,L
233,M
234,P
234,O
238,P
232,I
242,P
238,P
231,L
231,M
233,P
237,O
239,P
232,I
228,J
237,P
230,L
231,M
233,N
244,O
240,P
231,I
227,P
227,P
232,L
232,M
233,P
239,O
239,P
232,I
228,J
236,P
231,L
230,M
232,P
244,O
240,P
231,I
229,J
228,P
230,L
231,M
233,P
240,O
241,P
231,I
227,P
237,P
239,L
229,M
232,N
244,O
235,P
231,I
231,P
228,Q
235,L
232,M
236,P
229,O
228,P
232,I
227,Q
233,P
234,L
230,M
231,M
239,O
229,P
230,I
228,P
230,P
233,L
230,M
231,P
238,O
235,P
230,I
232,P
237,P
233,L
227,M
233,P
239,O
226,P
233,I
230,P
236,P
236,L
231,M
232,N
243,O
240,P
231,I
230,L
229,P
233,L
229,M
230,N
234,O
240,P
230,I
236,P
242,P
240,L
232,M
234,P
239,O
239,P
231,I
227,O
241,E
230,L
228,M
231,P
239,O
237,P
231,I
226,P
237,Q
230,L
231,M
232,Q
241,O
231,P
231,I
241,P
227,E
241,L
231,M
230,N
240,O
239,P
231,I
227,P
237,P
231,L
232,M
232,P
244,O
241,P
232,I
227,P
236,P
230,L
237,M
231,P
240,O
239,P
232,I
227,P
241,P
229,L
230,M
232,P
239,O
241,P
231,I
226,P
227,P
229,L
231,M
230,N
234,O
239,P
232,I
228,P
237,P
231,L
231,M
234,P
239,O
239,P
231,I
226,P
233,E
231,L
232,M
231,N
239,O
241,P
231,I
242,P
237,P
230,L
232,M
232,N
234,O
241,P
231,I
237,P
240,Q
231,L
230,M
239,P
239,O
240,P
231,I
236,P
236,P
236,L
230,M
244,P
240,O
240,P
231,I
226,P
242,P
236,L
228,M
244,M
239,O
241,P
232,I
226,N
236,P
239,L
229,M
232,M
239,O
241,P
232,I
227,P
236,P
230,L
230,M
230,P
238,O
240,P
234,I
228,P
236,P
231,L
232,M
230,P
239,O
241,P
233,I
230,P
237,P
236,L
231,M
242,M
234,O
240,P
232,I
229,P
242,P
240,L
230,M
233,N
238,O
239,P
233,I
229,P
237,P
239,L
231,M
232,N
229,O
235,P
232,I
230,J
236,P
236,L
230,M
240,P
235,O
240,P
232,I
228,P
236,P
240,L
230,M
232,N
240,O
240,P
231,I
232,P
238,Q
231,L
231,M
233,N
238,O
241,P
232,I
227,P
237,P
240,L
231,M
240,P
239,O
241,P
232,I
228,P
237,P
240,L
233,M
232,P
240,O
239,P
232,I
227,P
242,P
240,L
229,M
232,P
238,O
240,P
231,I
227,J
242,P
232,L
229,M
231,N
238,O
240,P
232,I
232,L
236,Q
231,L
230,M
230,N
238,O
239,P
232,I
228,P
236,P
230,L
230,M
232,P
239,O
238,P
231,I
229,P
242,Q
244,L
231,M
232,N
239,O
239,P
232,I
240,J
236,E
231,L
231,M
240,N
243,O
242,P
232,I
227,S
236,P
231,L
232,M
230,M
238,O
241,P
232,I
241,P
236,P
231,L
232,M
240,N
239,O
241,P
232,I
228,P
241,P
240,L
232,M
231,N
243,O
241,P
232,I
242,P
237,P
231,L
231,M
230,N
239,O
241,P
232,I
229,P
237,P
231,L
229,M
232,P
239,O
240,P
232,I
226,P
236,Q
236,L
231,M
230,N
245,O
240,P
232,I
226,P
237,P
234,L
232,M
239,N
238,O
240,P
233,I
230,P
242,P
240,L
231,M
233,N
244,O
239,P
233,I
244,P
243,Q
232,L
234,M
234,P
228,O
240,P
232,I
228,P
237,P
235,L
231,M
234,N
238,O
240,P
232,I
230,P
237,Q
233,L
228,M
232,M
239,O
242,P
233,I
227,P
241,P
236,L
231,M
231,P
244,O
241,P
232,I
230,P
228,P
240,L
230,M
230,N
238,O
240,P
232,I
229,P
226,P
230,L
230,M
230,N
238,O
230,P
232,I
230,P
237,P
236,L
233,M
234,P
243,O
240,P
230,I
226,P
241,P
232,L
231,M
232,P
243,O
241,P
233,I
227,P
237,P
236,L
230,M
232,P
241,O
241,P
232,I
242,J
236,P
240,L
232,M
235,P
239,O
241,P
232,I
227,J
236,E
245,L
230,M
233,N
244,O
240,P
232,I
241,J
238,Q
236,L
232,M
230,P
241,O
238,P
231,I
228,J
241,P
241,L
231,M
245,P
240,O
241,P
232,I
229,P
228,E
240,L
232,M
235,P
239,O
241,P
233,I
243,P
237,Q
236,L
231,M
233,P
239,O
227,P
233,I
230,Q
237,P
232,L
232,M
231,N
240,O
241,P
232,I
228,J
232,P
241,L
231,M
244,P
244,O
240,P
232,I
226,P
236,Q
234,L
231,M
233,N
235,O
240,P
233,I
232,P
237,P
231,L
231,M
232,N
239,O
241,P
232,I
242,J
237,P
231,L
231,M
233,P
239,O
231,P
234,I
228,J
237,P
233,L
230,M
230,M
239,O
241,P
233,I
227,P
236,Q
240,L
232,M
234,P
243,O
241,P
232,I
228,P
242,P
240,L
230,M
232,P
242,O
241,P
231,I
229,P
237,P
232,L
230,M
245,P
239,O
240,P
232,I
228,P
236,P
232,L
230,M
232,P
239,O
238,P
231,I
243,P
242,Q
241,L
232,M
239,P
239,O
239,P
232,I
241,P
236,P
231,L
230,M
232,P
239,O
241,P
232,I
227,P
237,Q
233,L
235,M
230,P
235,O
241,P
232,I
228,P
237,P
231,L
233,M
232,P
245,O
240,P
232,I
241,P
241,P
240,L
231,M
233,P
245,O
241,P
232,I
229,J
237,P
236,L
232,M
235,N
245,O
241,P
232,I
226,P
241,P
231,L
231,M
231,M
239,O
237,P
233,I
231,J
237,P
233,L
233,M
233,M
239,O
241,P
233,I
229,P
237,P
240,L
233,M
232,N
239,O
240,P
233,I
227,J
236,P
236,L
232,M
235,N
235,O
241,P
234,I
229,P
236,P
235,L
232,M
233,P
239,O
231,P
231,I
227,P
237,P
242,L
230,M
240,P
239,O
239,P
231,I
242,P
243,E
230,L
231,M
231,N
238,O
240,P
232,I
242,P
242,P
230,L
232,M
233,N
244,O
240,P
232,I
227,P
236,P
232,L
230,M
231,N
238,O
241,P
233,I
242,P
237,P
231,L
230,M
231,P
244,O
240,P
231,I
228,P
237,P
240,L
230,M
232,P
243,O
239,P
232,I
228,I
236,Q
239,L
230,M
232,P
240,O
241,P
233,I
241,P
240,P
230,L
230,M
240,N
239,O
241,P
232,I
232,J
241,E
241,L
231,M
245,P
244,O
240,P
234,I
227,P
237,E
231,L
230,M
233,N
244,O
241,P
232,I
237,P
237,P
240,L
232,M
232,N
245,O
240,P
232,I
227,P
241,P
232,L
230,M
231,P
244,O
241,P
232,I
227,P
242,P
240,L
231,M
245,N
243,O
239,P
232,I
227,P
242,P
231,L
232,M
232,P
244,O
241,P
232,I
228,P
236,P
230,L
232,M
244,N
239,O
241,P
232,I
243,P
237,P
236,L
231,M
230,N
240,O
241,P
233,I
226,P
241,P
232,L
231,M
233,P
238,O
239,P
231,I
242,J
237,P
236,L
231,M
232,P
244,O
241,P
231,I
227,J
232,P
240,L
232,M
231,P
244,O
239,P
230,I
241,P
237,P
240,L
230,M
232,N
239,O
241,P
232,I
232,P
237,P
240,L
231,M
233,P
228,O
239,P
232,I
229,P
236,P
241,L
229,M
232,P
242,O
239,P
232,I
228,L
237,P
235,L
230,M
233,N
235,O
240,P
231,I
227,T
235,Q
230,L
229,M
230,N
239,O
240,P
231,I
226,J
237,P
240,L
231,M
231,N
239,O
240,P
231,I
227,P
242,P
240,L
230,M
234,P
239,O
239,P
232,I
227,P
236,P
244,L
231,M
232,P
238,Q
240,P
232,I
226,I
242,P
231,L
232,M
234,N
239,O
239,P
231,I
228,J
242,P
231,L
230,M
232,P
239,O
241,P
232,I
228,P
236,P
232,L
231,M
247,N
239,O
238,P
234,I
236,J
243,P
245,L
232,M
232,P
244,O
239,P
232,I
243,J
243,P
240,L
230,M
234,P
239,O
239,P
232,I
231,P
236,P
240,L
232,M
231,P
246,O
240,P
229,I
232,P
237,P
245,L
230,M
234,P
240,O
240,P
233,I
232,P
241,Q
231,L
233,M
234,P
244,O
240,P
231,I
235,J
243,P
241,L
230,M
244,P
239,O
241,P
233,I
231,P
242,P
240,L
231,M
234,P
243,O
241,P
232,I
227,P
242,P
235,L
232,M
232,P
245,O
240,P
232,I
236,P
236,P
232,L
230,M
233,M
244,O
235,P
232,I
236,P
236,P
235,L
231,M
231,P
239,O
241,P
233,I
229,P
241,P
236,L
231,M
233,N
239,O
240,P
231,I
228,P
242,P
231,L
232,M
234,P
240,O
241,P
231,I
236,P
235,P
235,L
232,M
234,N
239,O
241,P
232,I
242,P
243,P
240,L
231,M
232,P
239,O
240,P
232,I
229,P
236,P
231,L
229,M
232,P
243,O
240,P
233,I
228,P
236,P
230,L
232,M
239,P
238,O
241,P
232,I
229,P
236,P
232,L
231,M
231,N
239,O
240,P
231,I
229,P
242,P
240,L
230,M
239,N
238,O
240,P
232,I
227,P
242,E
247,L
231,M
232,N
245,O
240,P
232,I
231,J
236,P
229,L
230,M
231,P
239,O
241,P
232,I
227,P
238,Q
240,L
229,M
230,P
244,O
235,P
233,I
230,P
238,P
233,L
229,M
230,N
245,O
240,P
233,I
241,P
245,P
232,L
230,M
234,M
240,O
240,P
233,I
227,P
237,E
235,L
230,M
231,N
244,O
240,P
233,I
229,P
237,P
233,L
229,M
239,P
244,O
239,P
232,I
236,P
237,E
233,L
231,M
232,N
244,O
239,P
234,I
227,J
236,P
240,L
230,M
234,N
245,O
240,P
233,I
228,P
237,P
232,L
232,M
233,N
244,O
241,P
233,I
236,J
242,Q
232,L
230,M
232,N
239,O
240,P
232,I
242,P
237,E
234,L
230,M
239,N
240,O
241,P
232,I
226,P
237,P
231,L
231,M
231,Q
245,O
226,P
233,I
228,T
237,E
230,L
231,M
240,N
244,O
240,P
232,I
240,P
242,P
232,L
229,M
240,M
240,O
241,P
233,I
227,P
237,Q
232,L
230,M
245,N
240,O
240,P
232,I
226,P
232,P
231,L
231,M
231,N
243,O
240,P
233,I
227,I
237,P
232,L
229,M
233,P
243,O
240,P
231,I
228,P
242,P
240,L
231,M
232,N
244,O
239,P
232,I
227,I
243,P
232,L
230,M
235,N
245,O
241,P
232,I
241,P
237,P
232,L
230,M
233,P
240,O
240,P
233,I
227,P
243,P
232,L
231,M
232,P
243,O
241,P
233,I
232,P
236,P
241,L
230,M
239,P
239,O
240,P
232,I
229,P
237,P
231,L
230,M
232,P
240,O
239,P
232,I
226,P
241,P
246,L
236,M
233,P
244,O
239,P
233,I
227,P
242,P
231,L
230,M
232,N
235,O
240,P
231,I
227,P
236,P
236,L
231,M
230,N
244,O
227,P
233,I
227,P
238,P
245,L
231,M
232,P
239,O
239,P
232,I
241,J
238,P
231,L
232,M
233,P
240,O
231,P
232,I
228,O
232,Q
231,L
229,M
230,N
240,O
240,P
232,I
226,P
237,P
231,L
230,M
231,N
235,O
241,P
232,I
232,P
242,P
235,L
231,M
232,P
244,O
241,P
232,I
241,P
237,P
236,L
231,M
233,P
245,O
235,P
232,I
229,P
242,Q
236,L
232,M
233,P
243,O
240,P
233,I
228,P
236,P
232,L
231,M
231,N
244,O
240,P
233,I
231,I
241,P
240,L
231,M
240,P
245,O
240,P
232,I
228,P
243,P
231,L
230,M
232,N
239,O
241,P
232,I
229,P
243,E
240,L
231,M
231,N
244,O
239,P
233,I
228,P
242,P
231,L
230,M
245,N
244,O
241,P
234,I
227,I
242,P
240,L
231,M
232,P
245,O
240,P
233,I
227,P
236,P
239,L
231,M
243,N
244,O
240,P
233,I
243,N
237,P
233,L
230,M
231,P
244,O
240,P
232,I
229,P
241,P
236,L
231,M
232,N
239,O
240,P
232,I
237,P
242,P
231,L
232,M
233,P
242,O
226,P
232,I
228,P
237,P
232,L
231,M
235,N
239,O
240,P
233,I
227,J
237,P
234,L
232,M
232,P
239,O
241,P
232,I
228,P
236,P
245,L
231,M
230,P
244,O
239,P
232,I
230,P
237,P
245,L
229,M
230,N
238,O
226,P
231,I
227,P
241,P
240,L
229,M
233,P
238,O
240,P
231,I
228,N
242,P
240,L
230,M
232,P
242,O
241,P
233,I
227,O
236,P
232,L
231,M
233,P
244,O
241,P
233,I
226,P
243,E
235,L
230,M
231,N
243,O
240,P
231,I
236,I
236,P
239,L
231,M
232,P
243,O
239,P
232,I
229,P
237,P
231,L
230,M
231,N
243,O
239,P
232,I
227,P
242,P
235,L
229,M
244,P
240,O
240,P
232,I
225,P
241,P
240,L
231,M
231,P
244,O
240,P
232,I
229,P
242,P
230,L
231,M
233,N
239,O
240,P
233,I
241,P
242,P
240,L
230,M
240,P
245,O
240,P
232,I
243,P
237,E
240,L
230,M
233,P
244,O
241,P
233,I
241,P
242,P
232,L
232,M
232,P
246,O
240,P
232,I
230,P
236,P
236,L
231,M
232,P
238,O
241,P
232,I
236,P
241,P
231,L
232,M
233,N
239,O
240,P
232,I
227,P
236,P
240,L
231,M
233,N
243,O
230,P
230,I
228,P
233,P
233,L
228,M
231,P
239,O
240,P
233,I
226,P
243,P
232,L
231,M
236,Q
246,O
235,P
233,I
227,P
242,P
229,L
230,M
233,P
240,O
238,P
232,I
241,I
242,P
231,L
231,M
232,N
240,O
240,P
232,I
227,P
241,P
230,L
233,M
232,N
243,O
236,P
231,I
229,P
236,P
241,L
230,M
239,N
244,O
241,P
232,I
227,P
241,E
239,L
231,M
231,P
244,O
239,P
231,I
229,N
242,P
232,L
230,M
240,P
239,O
240,P
233,I
229,P
242,P
240,L
231,M
238,P
245,O
240,P
233,I
226,N
237,P
236,L
231,M
230,P
242,O
240,P
233,I
228,S
237,P
233,L
229,M
233,P
244,O
239,P
231,I
232,P
237,P
240,L
232,M
233,M
243,O
241,P
233,I
227,L
238,E
232,L
236,M
231,P
244,O
241,P
233,I
227,J
242,P
233,L
231,M
229,N
245,O
240,P
233,I
242,P
237,P
241,L
230,M
232,N
234,O
240,P
232,I
230,P
242,P
236,L
229,M
231,P
243,O
242,P
233,I
227,P
243,P
240,L
233,M
234,P
244,O
241,P
233,I
241,P
242,E
236,L
231,M
232,N
245,O
241,P
233,I
232,J
239,Q
246,L
230,M
231,M
239,O
237,P
232,I
227,J
239,P
239,L
227,M
240,N
245,O
240,P
232,I
226,P
241,P
230,L
231,M
230,M
243,O
239,P
231,I
236,L
237,P
231,L
231,M
231,N
244,O
240,P
233,I
241,J
237,P
241,L
231,M
231,P
244,O
240,P
233,I
229,P
236,P
232,L
231,M
230,N
238,O
241,P
233,I
231,P
241,P
230,L
228,M
235,P
243,O
236,P
232,I
232,P
236,P
231,L
236,M
231,P
239,O
239,P
232,I
228,P
237,Q
231,L
232,M
232,P
245,O
241,P
233,I
233,J
233,P
240,L
230,M
231,N
244,O
241,P
233,I
242,I
244,P
240,L
230,M
245,P
244,O
240,P
232,I
227,O
236,Q
230,L
231,M
230,P
244,O
241,P
233,I
229,P
237,P
232,L
231,M
235,N
243,O
241,P
233,I
230,J
243,P
240,L
230,M
244,P
244,O
235,P
232,I
227,P
243,P
231,L
232,M
232,N
245,O
240,P
231,I
241,P
242,P
239,L
231,M
230,P
244,O
241,P
233,I
235,P
242,P
235,L
229,M
233,N
239,O
235,P
233,I
231,P
242,Q
231,L
230,M
233,P
239,O
239,P
232,I
228,P
241,P
233,L
230,M
232,P
239,O
240,P
232,I
231,P
237,P
240,L
231,M
232,P
244,O
241,P
232,I
227,P
236,P
240,L
230,M
233,P
243,O
240,P
233,I
228,P
237,E
236,L
230,M
230,P
240,O
239,P
232,I
229,J
236,P
239,L
230,M
239,P
239,O
240,P
231,I
227,J
237,P
235,L
231,M
232,P
241,O
240,P
232,I
228,P
242,E
232,L
231,M
233,P
239,O
241,P
231,I
227,P
236,P
231,L
231,M
233,N
244,O
239,P
233,I
228,P
237,P
240,L
229,M
230,P
239,O
240,P
231,I
241,P
237,P
239,L
231,M
231,M
241,O
239,P
232,I
227,P
237,P
234,L
232,M
231,P
238,O
240,P
232,I
229,P
236,P
231,L
229,M
230,P
244,O
240,P
231,I
227,T
243,P
230,L
230,M
244,P
242,O
241,P
232,I
229,O
237,P
231,L
235,M
246,N
239,O
240,P
233,I
243,P
241,P
240,L
230,M
240,P
243,O
241,P
232,I
229,P
236,P
235,L
231,M
232,P
239,O
239,P
233,I
227,P
236,P
236,L
230,M
240,N
239,O
240,P
233,I
227,P
237,P
240,L
230,M
240,P
245,O
240,P
233,I
227,L
241,P
234,L
229,M
230,P
239,O
242,P
234,I
227,P
243,P
231,L
231,M
239,N
242,O
239,P
233,I
227,P
236,P
233,L
231,M
231,P
239,O
242,P
232,I
229,P
237,P
234,L
233,M
233,P
244,O
241,P
232,I
237,J
242,P
230,L
230,M
229,N
244,O
241,P
232,I
229,P
236,P
240,L
230,M
239,N
243,O
240,P
231,I
236,Q
232,E
240,L
231,M
245,N
244,O
240,P
233,I
226,P
236,P
239,L
230,M
233,P
244,O
239,P
231,I
229,P
241,P
239,L
230,M
230,N
244,O
241,P
232,I
229,P
237,P
234,L
231,M
239,N
239,O
240,P
233,I
226,P
236,P
240,L
231,M
245,N
244,O
241,P
232,I
229,P
236,P
231,L
231,M
233,P
243,O
239,P
232,I
227,P
242,P
240,L
230,M
232,P
245,O
241,P
234,I
242,P
241,P
235,L
232,M
231,P
242,O
242,P
233,I
242,P
241,P
232,L
232,M
240,P
244,O
237,P
233,I
229,P
237,P
236,L
231,M
246,N
244,O
240,P
232,I
228,P
236,P
234,L
232,M
233,N
240,O
240,P
232,I
236,L
241,P
231,L
230,M
231,P
236,O
235,P
234,I
232,P
236,P
234,L
231,M
234,P
239,O
240,P
231,I
236,J
237,P
239,L
231,M
232,N
239,O
241,P
231,I
231,I
236,P
230,L
230,M
243,P
244,O
235,P
233,I
229,P
236,P
231,L
232,M
232,P
244,O
238,P
232,I
230,P
243,P
239,L
228,M
233,P
243,O
240,P
232,I
227,P
237,P
240,L
228,M
240,M
238,O
239,P
231,I
226,P
241,P
230,L
230,M
231,P
243,O
240,P
232,I
232,I
237,P
240,L
229,M
231,P
234,O
239,P
230,I
226,P
236,P
235,L
230,M
231,P
239,O
241,P
232,I
228,P
237,P
236,L
229,M
233,P
244,O
240,P
234,I
227,P
242,Q
235,L
229,M
240,P
244,O
240,P
231,I
228,P
237,P
231,L
229,M
233,P
240,O
241,P
231,I
242,P
227,P
236,L
229,M
232,P
239,O
227,P
231,I
228,P
237,P
235,L
231,M
240,P
245,O
240,P
232,I
226,P
242,P
231,L
229,M
230,P
244,O
240,P
232,I
241,P
237,P
240,L
230,M
232,N
244,O
240,P
232,I
227,P
238,P
231,L
226,M
232,P
238,O
239,P
232,I
226,P
233,P
231,L
230,M
232,P
244,O
241,P
232,I
230,P
237,E
231,L
229,M
232,N
239,O
238,P
232,I
231,P
237,P
230,L
231,M
232,P
240,O
237,P
233,I
231,P
238,P
231,L
232,M
236,N
244,O
240,P
231,I
230,P
236,P
232,L
232,M
245,N
238,O
241,P
232,I
227,P
236,P
240,L
232,M
232,P
243,O
242,P
233,I
226,P
237,P
229,L
230,M
232,P
243,O
240,P
231,I
236,P
237,P
240,L
230,M
239,N
239,O
240,P
232,I
227,P
242,Q
231,L
231,M
232,P
243,O
241,P
232,I
231,L
241,P
240,L
230,M
233,N
243,O
240,P
231,I
227,P
237,P
240,L
231,M
231,P
244,O
239,P
232,I
227,P
236,P
230,L
231,M
230,P
239,O
240,P
232,I
229,P
236,P
232,L
231,M
231,N
244,O
240,P
231,I
227,P
236,P
236,L
231,M
234,P
243,O
240,P
231,I
228,P
236,P
233,L
231,M
234,N
239,O
240,P
232,I
228,P
243,P
235,L
232,M
238,N
244,O
241,P
232,I
230,P
236,P
240,L
232,M
235,P
245,O
240,P
232,I
228,P
237,E
239,L
232,M
233,N
244,O
240,P
233,I
230,J
237,P
239,L
232,M
230,P
239,O
240,P
232,I
230,P
232,P
232,L
230,M
233,P
244,O
240,P
233,I
229,L
236,P
232,L
230,M
232,P
239,O
240,P
233,I
228,P
237,P
240,L
229,M
232,P
